BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,"RESIDENTIAL
UNITS","COMMERCIAL
UNITS","TOTAL 
UNITS","LAND 
SQUARE FEET","GROSS 
SQUARE FEET",YEAR BUILT,TAX CLASS AT TIME OF SALE,"BUILDING CLASS
AT TIME OF SALE",SALE PRICE,SALE DATE
3,BEDFORD STUYVESANT,08 RENTALS - ELEVATOR APARTMENTS,2B,1996,29,,D7,1190 BEDFORD AVENUE,,11216,6,1,7,"1,800","5,708",2013,2,D7,"2,450,000",7/19/24
3,BEDFORD STUYVESANT,08 RENTALS - ELEVATOR APARTMENTS,2,1997,20,,D1,"34 JEFFERSON AVENUE, 1E",,11238,61,0,61,"12,500","54,200",1911,2,D1,"67,000",3/14/24
3,BEDFORD STUYVESANT,08 RENTALS - ELEVATOR APARTMENTS,2,1997,20,,D1,"34 JEFFERSON AVENUE, 1F",,11238,61,0,61,"12,500","54,200",1911,2,D1,"71,000",3/12/24
3,BEDFORD STUYVESANT,08 RENTALS - ELEVATOR APARTMENTS,2,1997,20,,D1,"34 JEFFERSON AVENUE, 2F",,11238,61,0,61,"12,500","54,200",1911,2,D1,"93,000",6/4/24
3,BEDFORD STUYVESANT,08 RENTALS - ELEVATOR APARTMENTS,2,1997,20,,D1,"34 JEFFERSON AVENUE, 2M",,11238,61,0,61,"12,500","54,200",1911,2,D1,"145,000",8/1/24
3,BEDFORD STUYVESANT,08 RENTALS - ELEVATOR APARTMENTS,2,1997,20,,D1,"34 JEFFERSON AVENUE, 4D",,11238,61,0,61,"12,500","54,200",1911,2,D1,"93,000",3/15/24
3,BEDFORD STUYVESANT,08 RENTALS - ELEVATOR APARTMENTS,2,1997,20,,D1,"34 JEFFERSON AVENUE, 6C",,11238,61,0,61,"12,500","54,200",1911,2,D1,"67,000",3/13/24
3,BEDFORD STUYVESANT,09 COOPS - WALKUP APARTMENTS,2,1803,76,,C6,277 QUINCY STREET,,11216,,,,,,1931,2,C6,"1,000",3/5/24
3,BEDFORD STUYVESANT,09 COOPS - WALKUP APARTMENTS,2,1986,7,,C6,"272 GATES AVENUE, 1B",,11216,,,,,,1930,2,C6,0,12/9/24
3,BEDFORD STUYVESANT,11 SPECIAL CONDO BILLING LOTS,2,1942,1001,,RR,"1010 BEDFORD AVENUE, 1",1,11205,36,0,36,"16,308","34,537",1961,2,RR,0,2/27/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1603,1023,,R2,"77 STUYVESANT AVENUE, 3A",3A,11221,1,,1,,,,2,R2,"612,500",4/25/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1625,1008,,R2,"174 STUYVESANT AVENUE, B-3",B-3,11221,1,,1,,,1993,2,R2,0,10/28/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1648,1001,,R2,"782 MADISON STREET, 1A",1A,11221,1,,1,,,1931,2,R2,"730,000",3/20/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1686,1009,,R2,"153 CHAUNCEY STREET, 3A",3A,11233,1,,1,,,1910,2,R2,"580,247",1/26/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1755,1106,,R2,"886 MYRTLE AVENUE, 3B",3B,11206,1,,1,,,2006,2,R2,0,10/30/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1776,1101,,R2,"210 PULASKI STREET, 1A",1A,11206,1,,1,,,2017,2,R2,"675,000",2/21/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1776,1109,,R2,"216 PULASKI STREET, 1L",1L,11206,1,,1,,,2017,2,R2,"795,000",10/30/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1781,1024,,R2,"800 DEKALB AVENUE, 4B",4B,11221,1,,1,,,2006,2,R2,"414,900",12/18/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1840,1010,,R2,"582 THROOP AVE, 4A",4A,11216,1,,1,,,,2,R2,"466,000",8/16/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1840,1011,,R2,"582 THROOP AVENUE, 4B",4B,11216,1,,1,,,,2,R2,"557,500",12/19/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1900,1409,,R2,"874 BEDFORD AVENUE, 3R",3R,11205,1,,1,,,2004,2,R2,0,2/13/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1900,1411,,R2,"874 BEDFORD AVENUE, 5R",5R,11205,1,,1,,,2004,2,R2,0,12/18/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1914,1008,,R2,"157 SKILLMAN STREET, 1B",1B,11205,1,,1,,,2003,2,R2,0,2/28/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1914,1302,,R2,"173 SKILLMAN STREET, 173-2",173-2,11205,1,,1,,,,2,R2,"941,881",3/26/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1914,1308,,R2,"169 SKILLMAN STREET, 169-2",169-2,11205,1,,1,,,,2,R2,"975,000",2/13/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1953,1101,,R2,"136 CLIFTON PLACE, 1A",1A,11238,1,,1,,,2010,2,R2,"1,325,000",9/12/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1953,1103,,R2,"136 CLIFTON PLACE, 2A",2A,11238,1,,1,,,2010,2,R2,"850,000",10/8/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,1953,1111,,R2,"142 CLIFTON PLACE, 2A",2A,11238,1,,1,,,2010,2,R2,0,1/26/24
3,BEDFORD STUYVESANT,12 CONDOS - WALKUP APARTMENTS,2,2016,1205,,R2,"171 LEFFERTS PLACE, 3A",3A,11238,1,,1,,,2019,2,R2,0,8/15/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1715,1018,,R4,"727 BEDFORD AVENUE, 4A",4A,11205,1,,1,,,,2,R4,0,1/4/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1715,1105,,R4,"725 BEDFORD AVENUE, 1",1,11205,1,,1,,,,2,R4,0,8/15/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1715,1207,,R4,"456 FLUSHING AVENUE, 1A",1A,11205,1,,1,,,,2,R4,0,1/10/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1715,1314,,R4,"460 FLUSHING AVENUE, 4B",4B,11205,1,,1,,,,2,R4,0,7/9/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1715,1504,,R4,"789 BEDFORD AVE, 2B",2B,11205,1,,1,,,2008,2,R4,0,9/16/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1734,1230,,R4,"104 SPENCER STREET, 5A",5A,11205,1,,1,,,2003,2,R4,0,7/12/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1734,1511,,R4,"80 SPENCER STREET, 5L",5L,11205,1,,1,,,2003,2,R4,0,5/23/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1734,1511,,R4,"80 SPENCER STREET, 5L",5L,11205,1,,1,,,2003,2,R4,"885,000",5/15/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1734,1708,,R4,"88 SPENCER STREET, 2L",2L,11205,1,,1,,,2004,2,R4,0,4/1/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1734,2009,,R4,"807 BEDFORD AVENUE, 3R",3R,11205,1,,1,,,,2,R4,0,12/26/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1734,2112,,R4,"100 SPENCER STREET, 6D",6D,11205,1,,1,,,,2,R4,0,3/3/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1734,2113,,R4,"96 SPENCER STREET, 1A",1A,11205,1,,1,,,,2,R4,10,3/27/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1220,,R4,"104 STOCKTON ST, 3F",3F,11206,1,,1,,,2018,2,R4,0,8/15/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1312,,R4,"114 STOCKTON STREET, 2D",2D,11206,1,,1,,,2018,2,R4,0,3/20/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1336,,R4,"114 STOCKTON ST, 6E",6E,11206,1,,1,,,2018,2,R4,0,1/17/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1336,,R4,"114 STOCKTON ST, 6E",6E,11206,1,,1,,,2018,2,R4,0,2/8/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1424,,R4,"134 STOCKTON STREET, 5A",5A,11206,1,,1,,,2018,2,R4,0,5/29/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1708,,R4,"92 STOCKTON STREET, 3A",3A,11206,1,,1,,,2018,2,R4,10,3/12/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1724,,R4,"92 STOCKTON STREET, 6B",6B,11206,1,,1,,,2018,2,R4,0,2/1/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1827,,R4,"569 MARCY AVENUE, 6C",6C,11206,1,,1,,,2018,2,R4,10,2/1/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1843,,R4,"569 MARCY AVENUE, 9D",9D,11206,1,,1,,,2018,2,R4,0,4/17/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1844,,R4,"569 MARCY AVENUE, 9E",9E,11206,1,,1,,,2018,2,R4,"866,950",1/2/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1903,,R4,"859 MYRTLE AVENUE, 2B",2B,11206,1,,1,,,2018,2,R4,"1,600,000",10/8/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1906,,R4,"859 MYRTLE AVENUE, 2E",2E,11206,1,,1,,,2018,2,R4,"2,500,000",9/27/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1907,,R4,"859 MYRTLE AVENUE, 2F",2F,11206,1,,1,,,2018,2,R4,"2,172,946",7/22/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1913,,R4,"859 MYRTLE AVENUE, 3F",3F,11206,1,,1,,,2018,2,R4,"1,213,347",1/5/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1930,,R4,"859 MYRTLE, 6E",6E,11206,1,,1,,,2018,2,R4,10,12/11/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1933,,R4,"859 MYRTLE AVENUE, 7B",7B,11206,1,,1,,,2018,2,R4,0,5/5/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1933,,R4,"859 MYRTLE AVENUE, 7B",7B,11206,1,,1,,,2018,2,R4,"999,000",2/7/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1938,,R4,"859 MYRTLE AVENUE, 7G",7G,11206,1,,1,,,2018,2,R4,0,12/12/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1941,,R4,"859 MYRTLE AVENUE, 8B",8B,11206,1,,1,,,2018,2,R4,"999,000",9/25/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1942,,R4,"859 MYRTLE AVENUE, 8C",8C,11206,1,,1,,,2018,2,R4,0,5/27/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1948,,R4,"859 MYRTLE AVENUE, 9A",9A,11206,1,,1,,,2018,2,R4,0,5/16/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1948,,R4,"859 MYRTLE AVENUE, 9A",9A,11206,1,,1,,,2018,2,R4,"840,056",2/15/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1951,,R4,"859 MYRTLE AVENUE, 9D",9D,11206,1,,1,,,2018,2,R4,"999,000",10/1/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1953,,R4,"859 MYRTLE AVENUE, 9F",9F,11206,1,,1,,,2018,2,R4,"999,000",2/20/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1955,,R4,"859 MYRTLE AVENUE, 9H",9H,11206,1,,1,,,2018,2,R4,"997,885",6/6/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1957,,R4,"859 MYRTLE AVENUE, 10B",10B,11206,1,,1,,,2018,2,R4,"1,100,000",9/30/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1962,,R4,"859 MYRTLE AVENUE, 10G",10G,11206,1,,1,,,2018,2,R4,"999,999",6/18/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1963,,R4,"859 MYRTLE AVENUE, 10H",10H,11206,1,,1,,,2018,2,R4,0,9/17/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1963,,R4,"859 MYRTLE AVENUE, 10H",10H,11206,1,,1,,,2018,2,R4,0,10/30/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1747,1963,,R4,"859 MYRTLE AVENUE, 10H",10H,11206,1,,1,,,2018,2,R4,"999,999",3/26/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1756,1030,,R4,"940 MYRTLE AVENUE, 7D",7D,11206,1,,1,,,2018,2,R4,0,12/18/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1756,1073,,R4,"256 THROOP AVENUE, 8C",8C,11206,1,,1,,,2018,2,R4,0,12/9/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1756,1075,,R4,"256 THROOP AVENUE, 9A",9A,11206,1,,1,,,2018,2,R4,"1,419,005",4/10/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1756,1082,,R4,"205 VERNON AVENUE, 1F",1F,11206,1,,1,,,2018,2,R4,"207,402",1/8/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1756,1088,,R4,"205 VERNON AVENUE, 2F",2F,11206,1,,1,,,2018,2,R4,"207,124",10/31/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1761,1014,,R4,"707 WILLOUGHBY AVE, 5B",5B,11206,1,,1,,,2019,2,R4,"895,000",9/5/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1761,1017,,R4,"707 WILLOUGHBY AVENUE, 6A",6A,11206,1,,1,,,2019,2,R4,"872,500",9/16/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1762,1578,,R4,"192 SPENCER STREET, 3G",3G,11205,1,,1,,,2008,2,R4,"1,265,000",7/30/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1762,1585,,R4,"192 SPENCER STREET, 4E",4E,11205,1,,1,,,2008,2,R4,"735,000",10/25/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1763,1206,,R4,"197 SPENCER STREET, 3B",3B,11205,1,,1,,,2004,2,R4,"975,000",8/27/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1763,1209,,R4,"197 SPENCER STREET, 5A",5A,11205,1,,1,,,2004,2,R4,"950,000",3/15/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1763,1212,,R4,"197 SPENCER STREET, 6B",6B,11205,1,,1,,,2004,2,R4,0,8/12/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1763,1218,,R4,"197 SPENCER ST, 9B",9B,11205,1,,1,,,2004,2,R4,0,9/6/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1763,1301,,R4,"195 SPENCER STREET, 1A",1A,11205,1,,1,,,2004,2,R4,0,4/8/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1763,1304,,R4,"195 SPENCER STREET, 2B",2B,11205,1,,1,,,2004,2,R4,0,4/8/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1763,1311,,R4,"195 SPENCER STREET, 6A",6A,11205,1,,1,,,2004,2,R4,0,4/8/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1763,1312,,R4,"195 SPENCER STREET, 6B",6B,11205,1,,1,,,2004,2,R4,"999,000",4/1/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1763,1318,,R4,"195 SPENCER STREET, 9B",9B,11205,1,,1,,,2004,2,R4,"750,000",3/8/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1763,1403,,R4,"191 SPENCER STREET, 2A",2A,11205,1,,1,,,2004,2,R4,"1,100,000",8/26/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1763,1406,,R4,"191 SPENCER STREET, 3B",3B,11205,1,,1,,,2004,2,R4,"1,025,000",5/17/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1763,1510,,R4,"175 SPENCER STREET, 2F",2F,11205,1,,1,,,2008,2,R4,0,7/8/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1774,1010,,R4,"627 DEKALB AVE, 3C",3C,11216,1,,1,,,2016,2,R4,"685,000",1/16/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1774,1013,,R4,"627 DEKALB AVENUE, 3F",3F,11216,1,,1,,,2016,2,R4,"694,500",8/28/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1774,1024,,R4,"627 DEKALB AVENUE, 5E",5E,11216,1,,1,,,2016,2,R4,"685,000",8/30/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1781,1119,,R4,"806 DEKALB AVE, 4C",4C,11221,1,,1,,,2016,2,R4,"715,000",10/4/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1808,1205,,R4,"335 NOSTRAND AVENUE, 401A",401A,11216,1,,1,,,2015,2,R4,"450,000",3/13/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1822,1011,,R4,"1149 BEDFORD AVENUE, 6A",6A,11216,1,,1,,,2014,2,R4,"1,328,000",1/19/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1121,,R4,"435 TOMPKINS AVENUE, 101",101,11216,1,,1,,,2021,2,R4,"1,165,000",12/19/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1122,,R4,"435 TOMPKINS AVENUE, 202",202,11216,1,,1,,,2021,2,R4,"705,378",10/2/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1123,,R4,"435 TOMPKINS AVENUE, 203",203,11216,1,,1,,,2021,2,R4,"780,000",2/13/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1124,,R4,"435 TOMPKINS AVENUE, 204",204,11216,1,,1,,,2021,2,R4,"760,000",1/4/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1125,,R4,"435 TOMPKINS AVENUE, 205",205,11216,1,,1,,,2021,2,R4,"633,650",2/21/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1126,,R4,"435 TOMPKINS AVENUE, 206",206,11216,1,,1,,,2021,2,R4,"665,000",2/29/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1127,,R4,"435 TOMPKINS AVENUE, 301",301,11216,1,,1,,,2021,2,R4,"709,720",3/5/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1128,,R4,"435 TOMPKINS AVENUE, 302",302,11216,1,,1,,,2021,2,R4,"623,000",1/16/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1129,,R4,"435 TOMPKINS AVENUE, 303",303,11216,1,,1,,,2021,2,R4,"525,000",7/11/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1131,,R4,"435 TOMPKINS AVENUE, 305",305,11216,1,,1,,,2021,2,R4,"699,000",6/6/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1133,,R4,"435 TOMPKINS AVENUE, 307",307,11216,1,,1,,,2021,2,R4,"600,000",1/11/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1135,,R4,"435 TOMPKINS AVENUE, 309",309,11216,1,,1,,,2021,2,R4,"1,085,000",3/20/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1136,,R4,"435 TOMPKINS AVENUE, 401",401,11216,1,,1,,,2021,2,R4,"725,000",5/24/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1137,,R4,"435 TOMPKINS AVENUE, 402",402,11216,1,,1,,,2019,2,R4,"740,000",5/15/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1138,,R4,"435 TOMPKINS AVENUE, 403",403,11216,1,,1,,,2021,2,R4,"505,000",4/16/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1139,,R4,"435 TOMPKINS AVENUE, 404",404,11216,1,,1,,,2021,2,R4,"480,000",1/30/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1140,,R4,"435 TOMPKINS AVENUE, 405",405,11216,1,,1,,,2021,2,R4,"735,000",6/3/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1141,,R4,"435 TOMPKINS AVENUE, 406",406,11216,1,,1,,,2021,2,R4,"688,000",1/16/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1142,,R4,"435 TOMPKINS AVENUE, 407",407,11216,1,,1,,,2021,2,R4,"735,000",1/26/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1143,,R4,"435 TOMPKINS AVENUE, 408",408,11216,1,,1,,,2021,2,R4,"725,000",2/5/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1144,,R4,"435 TOMPKINS AVENUE, 409",409,11216,1,,1,,,2021,2,R4,"939,000",1/11/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1145,,R4,"435 TOMPKINS AVENUE, 501",501,11216,1,,1,,,2021,2,R4,"758,000",2/21/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1146,,R4,"435 TOMPKINS AVENUE, 502",502,11216,1,,1,,,2021,2,R4,"768,000",4/25/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1147,,R4,"435 TOMPKINS AVENUE, 503",503,11216,1,,1,,,2021,2,R4,"508,000",6/13/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1148,,R4,"435 TOMPKINS AVENUE, 504",504,11216,1,,1,,,2021,2,R4,"715,000",11/13/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1150,,R4,"435 TOMPKINS AVENUE, 506",506,11216,1,,1,,,2021,2,R4,"763,688",2/26/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1151,,R4,"435 TOMPKINS AVENUE, 507",507,11216,1,,1,,,2021,2,R4,"705,000",1/30/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1152,,R4,"435 TOMPKINS AVENUE, 508",508,11216,1,,1,,,2021,2,R4,"998,500",2/8/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1153,,R4,"435 TOMPKINS AVENUE, 601",601,11216,1,,1,,,2021,2,R4,"765,000",10/23/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1154,,R4,"435 TOMPKINS AVENUE, 602",602,11216,1,,1,,,2021,2,R4,"1,130,000",7/24/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1156,,R4,"435 TOMPKINS AVENUE, 604",604,11216,1,,1,,,2021,2,R4,"999,000",9/4/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1157,,R4,"435 TOMPKINS AVENUE, 605",605,11216,1,,1,,,2021,2,R4,"950,000",1/16/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1158,,R4,"435 TOMPKINS AVENUE, 701",701,11216,1,,1,,,2021,2,R4,"1,200,000",1/18/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1159,,R4,"435 TOMPKINS AVENUE, 702",702,11216,1,,1,,,2019,2,R4,"1,295,000",2/16/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1840,1160,,R4,"435 TOMPKINS AVENUE, 703",703,11216,1,,1,,,2019,2,R4,"1,355,000",3/28/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1885,1007,,R4,"57 FRANKLIN AVENUE, 5A",5A,11205,1,,1,,,,2,R4,0,1/24/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1885,1011,,R4,"53 FRANKLIN AVENUE, 9A",9A,11205,1,,1,,,,2,R4,0,8/12/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1885,1217,,R4,"44 SKILLMAN STREET, B-2B",B-2B,11205,1,,1,,,,2,R4,"115,381",4/2/24
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,2,1885,1222,,R4,"44 SKILLMAN STREET, B-5A",B-5A,11205,1,,1,,,,2,R4,0,1/22/24
