BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,"RESIDENTIAL
UNITS","COMMERCIAL
UNITS","TOTAL 
UNITS","LAND 
SQUARE FEET","GROSS 
SQUARE FEET",YEAR BUILT,TAX CLASS AT TIME OF SALE,"BUILDING CLASS
AT TIME OF SALE",SALE PRICE,SALE DATE
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6435,27,,C0,177 BAY 17TH STREET,,11214,3,0,3,"2,562","2,574",1965,1,C0,0,8/1/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6438,27,,C0,177 BAY 20TH STREET,,11214,3,0,3,"1,998","3,300",1901,1,C0,0,10/1/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6438,47,,C0,8792 19TH AVENUE,,11214,3,0,3,"2,660","3,105",1901,1,C0,"1,300,000",9/6/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6439,19,,C0,8793 19TH AVENUE,,11214,3,0,3,"1,933","3,213",1910,1,C0,0,10/22/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6441,46,,C0,8784 20TH AVENUE,,11214,3,0,3,"2,716","3,118",1960,1,C0,"1,660,000",1/10/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6442,3,,C0,2015 CROPSEY AVENUE,,11214,3,0,3,"4,454","2,836",1910,1,C0,0,3/17/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6444,34,,C0,2062 BATH AVENUE,,11214,3,0,3,"1,375","2,850",1920,1,C0,0,7/11/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6444,34,,C0,2062 BATH AVENUE,,11214,3,0,3,"1,375","2,850",1920,1,C0,"1,150,000",5/2/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6445,4,,C0,2115 CROPSEY AVE,,11214,3,0,3,"2,000","2,695",1970,1,C0,0,1/31/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6445,4,,C0,2115 CROPSEY AVE,,11214,3,0,3,"2,000","2,695",1970,1,C0,0,3/5/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6445,44,,C0,192 BAY 28TH,,11214,3,0,3,"2,900","3,085",1975,1,C0,0,7/26/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6447,23,,C0,187 BAY 29TH STREET,,11214,3,0,3,"3,216","4,074",2013,1,C0,"10,327",4/26/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6460,92,,C0,305 BAY 10TH STREET,,11228,3,0,3,"1,933","1,860",1955,1,C0,"1,189,000",10/2/24
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6465,75,,C0,8885 19TH AVENUE,,11214,3,0,3,"2,127","3,064",1940,1,C0,0,12/3/24
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6371,1004,,R3,"57 BAY 20TH STREET, 1B",1B,11214,1,,1,,,2012,1,R3,"730,000",7/24/24
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6376,1008,,R3,"22 BAY 26TH ST, 302",302,11214,1,,1,,,,1,R3,0,8/20/24
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6402,1208,,R3,"8746 18TH AVENUE, 2B",2B,11214,1,,1,,,2007,1,R3,"590,000",1/26/24
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6412,1104,,R3,"2106 BENSON AVENUE, 1B",1B,11214,1,,1,,,,1,R3,1,1/20/24
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6413,1202,,R3,"127 BAY 28 STREET, 1B",1B,11214,1,,1,,,2015,1,R3,"900,000",12/27/24
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6424,1005,,R3,"8785 14TH AVENUE, 1A",1A,11228,1,,1,,,2011,1,R3,"980,000",11/26/24
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6425,1203,,R3,"215 BAY 7TH STREET, 3A",3A,11228,1,,1,,,,1,R3,0,2/26/24
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6426,1005,,R3,"203 BAY 8 STREET, 2B",2B,11228,1,,1,,,2007,1,R3,"750,000",5/14/24
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6434,1036,,R3,"194 BAY 17TH STREET, 1G",1G,11214,1,,1,,,2007,1,R3,"805,000",9/3/24
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6437,1116,,R3,"187 BAY 19TH STREET, B301",B301,11214,1,,1,,,,1,R3,"875,000",2/26/24
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6446,1006,,R3,"196 BAY 29TH STREET, 3B",3B,11214,1,,1,,,2001,1,R3,0,10/30/24
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6459,1005,,R3,"269 BAY 8 STREET, 2R",2R,11228,1,,1,,,,1,R3,"629,000",2/23/24
3,BATH BEACH,05 TAX CLASS 1 VACANT LAND,1B,6465,69,,V0,N/A 19TH AVENUE,,11214,0,0,0,"4,743",0,,1,V0,"2,000",6/24/24
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6363,75,,C3,74 BAY 13TH STREET,,11214,4,0,4,"2,000","3,000",1906,2,C3,0,2/20/24
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6365,73,,C2,8674 17 AVE,,11214,6,0,6,"2,432","5,082",1926,2,C2,0,11/27/24
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6366,76,,C2,8672 BAY 16TH STREET,,11214,6,0,6,"2,417","6,000",1925,2,C2,0,2/21/24
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6370,19,,C3,81 BAY 19TH STREET,,11214,4,0,4,"3,867","3,780",1947,2,C3,"1,990,000",4/8/24
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2,6410,10,,C1,147 BAY 25TH STREET,,11214,12,0,12,"4,294","13,500",1928,2,C1,"2,120,000",7/25/24
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6414,12,,C3,"155 BAY 29TH STREET, 4",,11214,4,0,4,"2,610","3,120",1924,2,C3,0,3/19/24
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6414,14,,C3,149 BAY 29TH STREET,,11214,4,0,4,"2,610","3,120",1924,2,C3,0,8/1/24
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2,6439,1,,C7,220 BAY 22ND STREET,,11214,10,2,12,"5,290","16,200",1906,2,C7,0,11/14/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6379,65,,C6,"54 BAY 29TH STREET, A4",,11214,,,,,,1926,2,C6,"288,000",10/17/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6379,65,,C6,"54 BAY 29TH STREET, B6",,11214,,,,,,1926,2,C6,"330,000",5/14/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6379,65,,C6,"54 BAY 29TH STREET, B8",,11214,,,,,,1926,2,C6,"279,000",5/17/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2C,6405,13,,C6,"141 BAY 20TH STREET, 3",,11214,,,,,,1931,2,C6,"600,000",1/12/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6439,52,,C6,"208 BAY 22 STREET, D3",,11214,,,,,,1916,2,C6,"300,000",12/23/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2C,6459,6,,C6,"1455 INDEPENDENCE AVENUE, 2B",,11228,,,,,,1950,2,C6,"287,246",2/20/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"262 BAY 17TH STREET, C2",,11214,,,,,,1949,2,C6,"280,000",8/13/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"8847 BAY 16TH STREET, 2A",,11214,,,,,,1949,2,C6,"330,000",3/21/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"8853 BAY 16TH STREET, 1A",,11214,,,,,,1949,2,C6,"256,000",7/10/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"8853 BAY 16TH STREET, 3A",,11214,,,,,,1949,2,C6,"278,000",10/22/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"8889 BAY 16TH STREET, 3B",,11214,,,,,,1949,2,C6,"315,000",12/20/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"8909 BAY 16TH STREET, 11214",,11214,,,,,,1949,2,C6,"265,000",9/12/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"8909 BAY 16TH STREET, 2D",,11214,,,,,,1949,2,C6,"386,000",6/27/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"8909 BAY 16TH STREET, C2",,11214,,,,,,1949,2,C6,"290,000",7/25/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6463,143,,C6,"300 BAY 19TH STREET, A",,11214,,,,,,1949,2,C6,"340,000",2/22/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6463,143,,C6,"306 BAY 19, A",,11214,,,,,,1949,2,C6,"425,000",7/9/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6464,1,,C6,"261 BAY 19TH STREET, B",,11214,,,,,,1946,2,C6,"320,000",8/8/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6464,1,,C6,"279 BAY 19TH STREET, 279 A",,11214,,,,,,1946,2,C6,"405,600",5/30/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6464,1,,C6,"285 BAY 19TH STREET, 285 B",,11214,,,,,,1946,2,C6,"359,970",1/31/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6480,6,,C6,"1001 SHORE PARKWAY, 2B",,11228,,,,,,1950,2,C6,"388,000",12/23/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1057 SHORE PARKWAY, 1B",,11228,,,,,,1950,2,C6,"369,000",9/26/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1065 SHORE PARKWAY, 2B",,11228,,,,,,1950,2,C6,"345,000",1/30/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1071 SHORE PARKWAY, 1B",,11228,,,,,,1950,2,C6,0,11/4/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1071 SHORE PARKWAY, 2B",,11228,,,,,,1950,2,C6,0,11/4/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1527 INDEPENDENCE AVENUE, 2B",,11228,,,,,,1950,2,C6,"290,000",9/25/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1533 INDEPENDENCE AVENUE, 2B",,11228,,,,,,1950,2,C6,"310,000",2/26/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1547 INDEPENDENCE AVENUE, 2B",,11228,,,,,,1950,2,C6,0,3/19/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1553 INDEPENDENCE AVENUE, 2B",,11228,,,,,,1950,2,C6,"320,000",6/20/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1557 INDEPENDENCE AVENUE, 2B",,11228,,,,,,1950,2,C6,"300,000",4/16/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1569 INDEPENDENCE AVENUE, 1B",,11228,,,,,,1950,2,C6,0,2/21/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1569 INDEPENDENCE AVENUE, 1B",,11228,,,,,,1950,2,C6,"275,000",2/21/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"8973 15TH AVENUE, 2B",,11228,,,,,,1950,2,C6,0,4/2/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"8975 15TH AVENUE, 2B",,11228,,,,,,1950,2,C6,0,4/18/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"8975 15TH AVENUE, 2B",,11228,,,,,,1950,2,C6,"295,000",4/18/24
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"8977 15TH AVENUE, 1B",,11228,,,,,,1950,2,C6,"336,000",1/17/24
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS,2,6379,50,,D4,"30 BAY 29TH STREET, 1C",,11214,,,,,,1960,2,D4,"410,000",8/14/24
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS,2,6379,50,,D4,"30 BAY 29TH STREET, 1E",,11214,,,,,,1960,2,D4,"418,000",2/6/24
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS,2,6379,50,,D4,"30 BAY 29TH STREET, 1K",,11214,,,,,,1960,2,D4,"350,000",1/18/24
3,BATH BEACH,10 COOPS - ELEVATOR APARTMENTS,2,6379,50,,D4,"30 BAY 29TH STREET, 5P",,11214,,,,,,1960,2,D4,"435,000",5/2/24
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,2,6362,1007,,R2,"8642 16TH AVENUE, 1B",1B,11214,1,,1,,,2006,2,R2,0,10/25/24
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,2,6370,1318,,R2,"98 BAY 20 STREET, 3A",3A,11214,1,,1,,,2012,2,R2,10,4/29/24
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,2,6405,1010,,R2,"147 BAY 20TH STREET, 10",10,11214,1,,1,,,,2,R2,0,8/23/24
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,2,6411,1301,,R2,"121 BAY 26TH STREET, 1A",1A,11214,1,,1,,,2018,2,R2,"712,775",8/19/24
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,2,6411,1302,,R2,"121 BAY 26TH STREET, 2A",2A,11214,1,,1,,,2018,2,R2,"555,965",7/29/24
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,2,6411,1303,,R2,"121 BAY 26TH STREET, 2B",2B,11214,1,,1,,,2018,2,R2,"580,403",5/28/24
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,2,6411,1304,,R2,"121 BAY 26TH STREET, 3A",3A,11214,1,,1,,,2018,2,R2,"491,790",3/25/24
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,2,6411,1305,,R2,"121 BAY 26TH STREET, 3B",3B,11214,1,,1,,,2018,2,R2,"534,581",4/29/24
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,2,6411,1306,,R2,"121 BAY 26TH STREET, 4A",4A,11214,1,,1,,,2018,2,R2,"500,000",11/29/24
3,BATH BEACH,12 CONDOS - WALKUP APARTMENTS,2,6432,1011,,R2,"8794 17TH AVENUE, 304",304,11214,1,,1,,,2017,2,R2,"517,794",2/9/24
3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS,2,6377,1139,,R4,"8616 21ST AVENUE, 3G",3G,11214,1,,1,,,2015,2,R4,0,5/15/24
3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS,2,6377,1153,,R4,"8616 21ST AVENUE, 4I",4I,11214,1,,1,,,2015,2,R4,0,10/29/24
3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS,2,6377,1161,,R4,"8616 21ST AVENUE, 5H",5H,11214,1,,1,,,2015,2,R4,0,10/22/24
3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS,2,6377,1166,,R4,"8616 21 AVENUE, 6E",6E,11214,1,,1,,,2015,2,R4,"560,000",12/20/24
3,BATH BEACH,13 CONDOS - ELEVATOR APARTMENTS,2,6414,1031,,R4,"8686 BAY PARKWAY, 6C",6C,11214,1,,1,,,,2,R4,10,10/23/24
3,BATH BEACH,14 RENTALS - 4-10 UNIT,2A,6366,41,,S5,"1708 86TH STREET, 5",,11214,5,1,6,"2,000","4,800",1926,2,S5,"1,840,000",10/21/24
3,BATH BEACH,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,6371,1106,,R1,"69 BAY 20TH STREET, 3B",3B,11214,1,,1,,,2009,2,R1,0,9/4/24
3,BATH BEACH,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,6380,1006,,R1,"15 BAY 29TH STREET, 4C",4C,11214,1,,1,,,2002,2,R1,0,6/6/24
3,BATH BEACH,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,6413,1003,,R1,"120 BAY 29TH STREET, 2A",2A,11214,1,,1,,,2010,2,R1,"513,000",4/15/24
3,BATH BEACH,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,6437,1004,,R1,"1826 BATH AVENUE, 202",202,11214,1,,1,,,1920,2,R1,"630,000",11/15/24
3,BATH BEACH,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,6413,1010,,R8,"120 BAY 29TH STREET, P4",P4,11214,1,,1,,,2010,2,R8,"513,000",4/15/24
3,BATH BEACH,17 CONDO COOPS,2,6411,1002,,R9,"153 BAY 26TH STREET, 4E",,11214,,,,,,1922,2,R9,0,4/3/24
3,BATH BEACH,21 OFFICE BUILDINGS,4,6413,6,,O1,2125 BATH AVENUE,,11214,0,3,3,"3,864","3,400",1927,4,O1,0,9/5/24
3,BATH BEACH,21 OFFICE BUILDINGS,4,6436,33,,O5,1812 BATH AVENUE,,11214,0,3,3,"3,000","6,000",1910,4,O5,"1,900,000",10/28/24
3,BATH BEACH,22 STORE BUILDINGS,4,6357,28,,K1,1402 86TH STREET,,11228,0,2,2,"1,574","1,500",1931,4,K1,0,5/29/24
3,BATH BEACH,22 STORE BUILDINGS,4,6357,28,,K1,1402 86TH STREET,,11228,0,2,2,"1,574","1,500",1931,4,K1,"450,000",3/28/24
3,BATH BEACH,22 STORE BUILDINGS,4,6372,54,,K4,1918 86TH STREET,,11214,1,1,2,"1,900","2,090",1924,4,K4,0,8/30/24
3,BATH BEACH,22 STORE BUILDINGS,4,6375,34,,K5,2010 86TH STREET,,11214,0,1,1,"1,610","1,610",1929,4,K5,0,12/2/24
3,BATH BEACH,22 STORE BUILDINGS,4,6375,35,,K1,2018 86TH STREET,,11214,0,1,1,"1,610","1,610",1931,4,K1,0,12/2/24
3,BATH BEACH,22 STORE BUILDINGS,4,6443,36,,K4,2046 BATH AVENUE,,11214,0,2,2,"1,540","3,200",1931,4,K4,"2,100,000",3/27/24
3,BATH BEACH,29 COMMERCIAL GARAGES,4,6363,42,,G8,1614 86 STREET,,11214,0,1,1,"10,320","2,348",1924,4,G8,"4,600,000",12/6/24
3,BATH BEACH,29 COMMERCIAL GARAGES,4,6408,50,,G9,1961 BATH AVENUE,,11214,0,1,1,"3,036","1,160",1953,4,G9,0,5/9/24
3,BATH BEACH,29 COMMERCIAL GARAGES,4,6442,1,,GU,2021 CROPSEY AVENUE,,11214,0,1,1,"4,462","1,200",1917,4,GU,"700,000",6/20/24
3,BATH BEACH,30 WAREHOUSES,4,6401,49,,E9,150 BAY 17TH STREET,,11214,0,1,1,"2,417","3,900",1970,4,E9,"1,450,000",8/7/24
3,BATH BEACH,35 INDOOR PUBLIC AND CULTURAL FACILITIES,4,6425,42,,P2,1438 BATH AVENUE,,11228,0,1,1,795,756,1918,4,P2,0,2/6/24
3,BATH BEACH,43 CONDO OFFICE BUILDINGS,4,6402,1001,,RB,8696 18TH AVENUE,CA1,11214,,1,1,,,2006,4,RB,"925,000",3/25/24
3,BATH BEACH,44 CONDO PARKING,4,6362,1005,,RP,"8642 16TH AVENUE, P5",P5,11214,,1,1,,,2006,4,RP,0,10/25/24
3,BATH BEACH,44 CONDO PARKING,4,6370,1325,,RP,"98 BAY 20TH STREET, P5",P5,11214,,1,1,,,2011,4,RP,10,4/29/24
3,BATH BEACH,44 CONDO PARKING,4,6377,1104,,RG,"8616 21ST AVENUE, P4",P4,11214,,1,1,,,2015,4,RG,0,10/29/24
3,BATH BEACH,44 CONDO PARKING,4,6377,1110,,RG,"8616 21ST AVENUE, P10",P10,11214,,1,1,,,2015,4,RG,"1,000",12/18/24
3,BATH BEACH,44 CONDO PARKING,4,6377,1120,,RG,"8616 21 AVENUE, P20",P20,11214,,1,1,,,2015,4,RG,"560,000",12/20/24
3,BATH BEACH,44 CONDO PARKING,4,6377,1122,,RG,"8616 21ST AVENUE, P22",P22,11214,,1,1,,,2015,4,RG,"16,208",11/22/24
3,BATH BEACH,44 CONDO PARKING,4,6411,1307,,RP,"121 BAY 26TH STREET, PS1",PS1,11214,,1,1,,,2018,4,RP,"712,775",8/19/24
3,BATH BEACH,44 CONDO PARKING,4,6411,1308,,RP,"121 BAY 26TH STREET, PS2",PS2,11214,,1,1,,,2018,4,RP,"712,775",8/19/24
3,BATH BEACH,44 CONDO PARKING,4,6411,1309,,RP,"121 BAY 26TH STREET, PS3",PS3,11214,,1,1,,,2018,4,RP,"30,420",8/8/24
3,BATH BEACH,44 CONDO PARKING,4,6411,1310,,RP,"121 BAY 26TH STREET, PS4",PS4,11214,,1,1,,,2018,4,RP,"580,403",5/28/24
3,BATH BEACH,44 CONDO PARKING,4,6411,1311,,RP,"121 BAY 26TH STREET, PS5",PS5,11214,,1,1,,,2018,4,RP,"712,775",8/19/24
3,BATH BEACH,44 CONDO PARKING,4,6413,1207,,RP,"127 BAY 28 STREET, P1",P1,11214,,1,1,,,2015,4,RP,"900,000",12/27/24
3,BATH BEACH,44 CONDO PARKING,4,6413,1208,,RP,"127 BAY 28 STREET, P2",P2,11214,,1,1,,,2015,4,RP,"900,000",12/27/24
3,BATH BEACH,44 CONDO PARKING,4,6424,1002,,RP,"8785 14TH AVENUE, P2",P2,11228,,1,1,,,2011,4,RP,"980,000",11/26/24
3,BATH BEACH,44 CONDO PARKING,4,6432,1012,,RP,"8794 17TH AVENUE, P1",P1,11214,,1,1,,,2017,4,RP,"517,794",2/9/24
3,BATH BEACH,44 CONDO PARKING,4,6434,1033,,RP,"194 BAY 17TH STREET, P15",P15,11214,,1,1,,,2007,4,RP,"805,000",9/3/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5770,14,,A5,822 68TH STREET,,11220,1,0,1,"1,957","1,344",1940,1,A5,0,3/7/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5830,68,,A5,721 66TH STREET,,11220,1,0,1,"2,000","1,520",1935,1,A5,0,7/17/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5838,30,,A1,6632 SEDGWICK PLACE,,11220,1,0,1,"2,600","1,620",1925,1,A1,0,5/8/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5838,48,,A1,6676 SEDGWICK PLACE,,11220,1,0,1,"2,450","1,592",1925,1,A1,"1,013,159",9/25/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5841,48,,A5,265 67 STREET,,11220,1,0,1,896,840,1950,1,A5,0,4/6/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5848,21,,A5,136 67 STREET,,11220,1,0,1,"1,667","2,094",1993,1,A5,"1,180,000",9/18/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5848,72,,A5,133 SENATOR STREET,,11220,1,0,1,"2,000","1,280",1920,1,A5,0,3/7/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5848,128,,A4,154 67TH STREET,,11220,1,0,1,"1,667","1,672",1899,1,A4,"1,625,000",12/13/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5852,48,,A4,179 68TH STREET,,11220,1,0,1,"2,000","2,000",1910,1,A4,"1,601,500",9/16/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5857,2,,A5,6731 6TH AVENUE,,11220,1,0,1,"1,924","1,312",1925,1,A5,0,6/4/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5860,98,,A5,6806 BLISS TERRACE,,11220,1,0,1,"1,575","1,254",1925,1,A5,0,5/5/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5860,109,,A5,6832 BLISS TERRACE,,11220,1,0,1,"1,575","1,254",1925,1,A5,"890,000",1/24/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5860,126,,A5,6835 BLISS TERRACE,,11220,1,0,1,"1,643","1,188",1925,1,A5,0,11/19/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5862,20,,A5,6810 MADELINE COURT,,11220,1,0,1,"1,400","1,192",1925,1,A5,"1,100,000",4/5/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5862,26,,A5,6822 MADELINE COURT,,11220,1,0,1,"1,400","1,192",1925,1,A5,"1,150,000",12/17/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5862,91,,A5,6813 MADELINE COURT,,11220,1,0,1,"1,411","1,192",1925,1,A5,"1,288,000",11/12/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5865,32,,A5,6819 VISTA PLACE,,11220,1,0,1,"1,600","1,280",1920,1,A5,0,8/16/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5865,52,,A5,6818 6TH AVENUE,,11220,1,0,1,"2,100","1,456",1930,1,A5,"570,000",8/14/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5865,53,,A5,6822 6TH AVENUE,,11220,1,0,1,"1,952","1,456",1930,1,A5,"985,000",7/5/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5865,69,,A5,6818 VISTA PLACE,,11220,1,0,1,"1,600","1,248",1920,1,A5,"1,049,000",4/15/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5869,22,,A5,80 BAY RIDGE AVENUE,,11220,1,0,1,"2,000","2,210",1925,1,A5,0,9/20/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5871,1,,A4,6941 RIDGE BOULEVARD,,11209,1,0,1,"1,800","1,916",1899,1,A4,"1,600,000",5/31/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5871,76,,A4,231 OVINGTON AVENUE,,11209,1,0,1,"1,782","2,161",1899,1,A4,"1,225,000",5/23/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5871,98,,A5,6 BAY RIDGE PLACE,,11209,1,0,1,"1,600","2,400",1910,1,A5,"1,700,000",7/29/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5874,44,,A5,582 BAY RIDGE AVENUE,,11220,1,0,1,"1,074",960,1930,1,A5,"590,000",6/13/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5877,28,,A2,852 BAY RIDGE AVENUE,,11220,1,0,1,"2,000","1,673",1940,1,A2,"850,000",4/26/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5882,2,,A5,7019 NARROWS AVE,,11209,1,0,1,"1,798","1,076",1925,1,A5,"780,000",8/6/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5882,2,,A5,7019 NARROWS AVENUE,,11209,1,0,1,"1,798","1,076",1925,1,A5,0,2/14/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5882,37,,A5,7012 LOUISE TERRACE,,11209,1,0,1,"1,154","1,224",1925,1,A5,0,5/7/24
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5882,52,,A5,7013 LOUISE TERR,,11209,1,0,1,945,"1,224",1925,1,A5,"1,014,000",9/6/24
